ERT,SIRT,MIRT
85.293399,84.037101,86.823301
82.78070100000001,87.201901,88.2592
82.67,87.9786,88.727399
83.6008,89.9763,89.4029
83.530799,90.1017,89.2502
83.5641,92.8596,89.9519
84.581,93.048901,94.018001
90.2352,93.928499,114.9312
90.876501,94.1259,116.00200000000001
99.2332,95.739599,116.7763
44.939699,44.7675,234.433
45.033401,44.839299,234.4841
44.714600000000004,244.0632,234.5411
45.4002,244.0585,234.6011
250.062,244.1204,234.6574
250.1164,244.1806,234.71599999999998
250.1778,244.2404,234.82370099999997
250.233099,244.3123,234.8902
250.2816,244.3705,235.6194
50.360901,301.6066,235.68490099999997
307.1322,352.311399,391.8212
256.2344,352.88229900000005,396.726899
434.227601,362.1874,401.693601
438.3788,362.3314,401.795801
494.89710099999996,368.6043,431.9384
295.331299,377.5663,750.6867
304.2026,378.1561,751.079299
306.591801,388.0077,751.260301
316.112299,392.9214,752.3392
344.4024,398.0234,752.4989999999999
423.9084,746.5624,753.2037
424.02659900000003,751.9820990000001,753.6188
433.4552,752.268199,754.737199
433.5923,752.5853,755.2762
443.5292,752.877701,783.2214
653.909,753.197,589.864701
674.258201,755.7877,589.989999
741.0917,756.439501,590.1378
747.3198,760.3325,592.0381990000001
759.3092,764.3714,602.146401
365.4771,285.98259900000005,290.32569900000004
224.261299,286.8039,291.887901
229.11980099999997,292.9057,546.004701
268.51689999999996,293.1922,546.2345
268.6922,295.6459,546.9265
279.0932,295.9544,548.177499
302.45049900000004,296.2692,549.5492009999999
302.839,296.585,551.4599
303.0231,299.62619900000004,551.736
303.198999,299.9036,551.986901
303.3798,551.3705,552.250899
505.9435,551.7755,555.5128
506.6459,552.1094009999999,412.75529900000004
507.1086,553.1183,217.257099
507.7046,554.043999,228.6315
509.70339900000005,554.5495,230.22599900000003
512.8232,555.0147,232.4872
549.6989990000001,555.4682,232.59540099999998
551.8884,566.8745,288.5163
166.912599,222.3008,289.047101
167.174099,222.3744,293.404901
167.813,223.4007,364.0045
168.0696,225.6089,367.1435
168.264,226.3885,569.0747
169.3231,226.628299,569.6235
169.4761,226.8503,572.08
301.3066,227.0671,582.3279
301.7106,303.3843,582.821499
302.76999900000004,304.0335,583.5043
184.432501,237.57190099999997,241.15579900000003
194.9651,238.14609900000002,241.5278
196.762201,239.368,243.57619900000003
237.8345,239.9849,243.7277
238.0977,241.2915,244.0464
238.4317,246.19680099999997,244.3006
238.79699900000003,246.7788,244.75099999999998
261.260899,250.8284,245.9545
262.33909900000003,262.24250099999995,246.6845
262.40520000000004,262.85659999999996,253.763
135.5087,158.2842,162.0367
155.2102,159.1391,162.467499
155.5778,163.7615,162.535999
156.573801,167.372601,163.9813
171.400001,169.6936,164.1458
171.444901,172.0706,164.3883
171.647001,175.4505,171.074599
172.5022,178.622399,171.5734
173.3379,179.0726,172.1732
83.7846,180.7413,172.4677
85.2259,90.8843,125.2939
86.4967,91.7925,154.9349
88.7877,93.3217,155.472099
90.3193,97.624901,212.8311
100.2768,135.4639,213.559101
130.0325,166.4077,213.895301
130.71619900000002,166.831701,215.7089
132.125201,220.1721,216.0508
135.1956,222.3493,216.3999
61.701501,68.33869899999999,177.882401
63.8511,186.8434,179.6431
65.030101,187.5322,179.8812
66.6246,193.074299,180.1422
67.913401,194.7721,180.4179
185.026301,195.2288,180.9586
186.8488,195.6741,181.9024
187.09,199.2294,189.0458
187.3437,402.4196,190.0839
187.595801,1406.7978,190.3517
1406.7068,357.9319,617.6828009999999
882.1698,358.9192,1549.194601
360.65660099999997,396.799401,396.2732
362.0949,397.289001,396.5373
394.30689900000004,397.7227,396.7971
394.5135,398.1973,397.0639
395.4735,399.122699,397.832
404.2152,400.0452,399.1841
404.9552,400.52179900000004,400.42880099999996
407.195,401.993799,400.6923
407.2564,406.2486,435.0861
247.7492,410.1754,269.1179
247.98109900000003,256.750199,270.895201
250.951001,257.198899,271.2399
251.9296,275.899201,274.514699
252.16939900000003,277.1718,274.838799
253.1196,278.3436,276.07990099999995
253.393501,318.6847,276.954199
253.9398,318.9106,277.100601
254.19080099999996,336.280799,326.341501
256.63149999999996,336.5686,142.5801
139.6071,336.879101,143.527499
140.2778,141.514299,144.4865
140.6929,141.815,145.8401
140.83960000000002,142.50130000000001,146.1635
141.01600000000002,143.175699,146.3814
160.1859,145.4312,146.976601
160.4659,146.1422,147.538299
160.7133,147.329699,147.793499
163.1332,148.4771,152.3948
163.701501,149.4434,82.7254
28.410201,152.438701,84.0149
73.1762,79.4159,85.4709
75.45060000000001,79.644,87.1723
76.5789,81.413,89.69489899999999
78.0471,82.1941,94.9994
109.0609,86.595499,96.0524
109.085399,87.9119,96.096
109.7927,87.9626,103.7602
110.320699,88.830999,104.2688
111.625499,89.955799,185.000299
22.9682,91.634001,185.534001
23.669601,125.854,185.6235
24.992499000000002,187.953699,185.812299
119.036,189.7431,185.9688
126.1372,190.196301,186.1261
200.593401,191.116601,186.342899
200.7619,192.7957,187.4651
200.900601,193.055,188.1639
201.054001,193.28220100000001,190.083701
201.2113,194.846801,66.572901
46.809,55.1819,67.14779999999999
48.896601000000004,63.8769,67.613601
51.527201,66.0718,68.836599
52.637701,66.7261,69.887001
54.601,67.8231,70.963999
1079.7623,68.130201,72.6565
153.881401,69.34100000000001,145.273701
155.2384,70.0325,946.870999
157.1009,71.58019999999999,1149.1507
102.7311,75.41149999999999,282.1323
102.8346,106.974999,101.3496
103.505701,107.5807,101.4984
103.9872,107.766701,102.0847
104.737601,109.281499,102.781101
105.989399,111.2165,103.465399
106.128001,116.177,103.6167
106.2777,116.807899,103.7641
106.413899,117.0432,103.9224
107.887901,117.779201,104.4854
28.4179,118.702701,108.3987
29.9511,587.746,47.6654
31.220399999999998,43.9834,47.7185
41.728,45.466401000000005,48.0971
42.637601000000004,48.455,50.9738
66.49690100000001,48.4381,51.001098999999996
66.6722,48.6181,51.432798999999996
66.83670000000001,49.7015,52.413301000000004
69.6017,49.9637,52.596000000000004
70.13810000000001,51.544201,57.6264
544.7222009999999,56.5635,60.913599
545.6069,56.589299,45.0314
25.468600000000002,35.416801,45.6747
29.453699999999998,38.490300000000005,45.7037
29.476801000000002,41.292,46.6037
36.2989,45.050099,47.9262
65.829,45.0881,49.0621
67.621799,45.9996,52.7152
67.64779999999999,46.0312,52.7451
67.8289,53.6547,57.694401
67.8706,54.9304,115.024401
356.46750099999997,346.78019900000004,884.1364
41.875299999999996,85.763,100.4403
66.986999,90.744499,136.019801
67.0413,95.7418,136.1753
76.986201,100.6499,146.2147
77.139301,105.597099,146.3633
178.447001,110.5722,156.0809
183.3503,110.8269,156.2286
183.493801,116.149,191.049699
193.222801,120.4419,195.9974
198.1596,141.154701,201.2823
435.2835,454.6328,201.4384
90.771301,455.609701,428.7555
102.3237,114.722499,433.6808
105.7187,124.478599,156.487299
110.51339899999999,124.714399,189.304299
115.4759,134.401301,194.0273
176.415099,134.649599,194.1753
176.4765,144.3231,199.3079
186.2663,145.1997,209.6469
186.4157,154.2153,220.6441
196.1623,159.2091,220.78059900000002
649.1315,159.445401,230.6124
715.3268,700.6458,230.64119900000003
915.6677,708.6385,641.8144
920.5899,789.8987,899.2283
354.7612,924.6492,913.8756
965.6435,944.4269,920.985401
369.5159,974.2864,928.5645
384.4419,979.0426,933.9088
389.4031,393.6719,948.8252
389.53750099999996,403.468301,442.9296
422.9129,408.3683,443.0621
424.9387,413.3133,452.835601
430.5286,1024.449601,452.9782
434.773601,448.3334,462.7981
444.741799,483.61309900000003,462.9424
1136.1071,495.1555,472.769499
1136.610599,495.39599999999996,502.945
1146.0793,503.4881,503.1042
1151.5898,508.4373,512.8960999999999
510.2854,594.004401,628.7593
555.1824,599.3557,638.4966
565.200201,599.599201,643.4659
570.2699,608.9052,648.7229
590.105401,609.5946,648.7633
690.9763,614.1759,653.441599
691.0575,624.4902,660.4666
700.815301,624.704399,665.5422
705.6264,628.934201,665.6834
