ERT,SIRT,MIRT
171.8234,215.7039,304.8875
171.2712,221.5621,304.9988
176.0886,226.2372,305.0989
180.9932,240.42800099999997,305.3788
188.8604,240.54269900000003,306.6433
191.763801,240.79120099999997,307.965401
201.674599,240.8629,308.43830099999997
208.7098,240.9265,311.21699900000004
237.7475,240.9941,312.010099
296.8702,186.6292,312.4187
141.0383,541.908501,802.675599
146.8495,785.2049,803.5472
147.079,788.2987,805.8492
147.703699,793.106799,809.6467
180.356199,793.7495,809.8896
180.393701,794.4359,809.7682
180.543201,795.682901,812.1635
181.708699,798.768,817.2687
182.474599,622.4108,645.5852990000001
372.8117,622.4988,645.77
606.0294,622.579999,645.8597
606.0171,623.8026990000001,645.9417
606.0903,623.8899,646.0221
606.7851,638.741401,646.859999
606.8673,640.513099,658.119201
621.506801,640.595,949.7007
623.186699,650.895,374.65609900000004
623.2675,651.0308,376.2918
628.0286,349.0614,438.7806
628.109101,349.7491,446.2225
740.4618,350.8113,446.3129
740.5621,355.028301,446.3942
340.4917,355.511699,446.47390099999996
341.1884,356.285,446.554499
341.159701,356.728499,1258.308601
341.44100099999997,359.897701,1258.9718
341.8441,360.7975,1064.1022
360.2162,362.54289900000003,1066.4031
360.436601,877.930401,897.69
360.860301,883.0632,898.350499
361.86900099999997,883.2588,900.2517
363.2699,884.1791,902.2393
860.0877,885.2886,956.9066
860.759501,885.555399,957.7047
861.6403,888.0439,958.360701
862.1461,889.9572009999999,964.5368
864.4681009999999,959.7230000000001,965.0207
869.2943,445.803201,965.3655
869.601001,453.1477,888.2719999999999
878.4190990000001,863.1494,893.387099
412.1332,863.5037,894.2872
413.118799,865.1627,895.471901
434.0494,866.3983,896.5195
436.7808,868.518,902.722199
437.732099,869.9608,904.9464
443.7598,877.5057,910.386599
444.929601,878.3292,934.0989
446.75720099999995,879.0206,374.2134
447.693901,357.420199,376.1586
448.1073,358.6221,384.7847
851.909699,360.13960099999997,387.7633
853.5635,361.147201,388.49300000000005
853.803,362.9733,388.9213
855.0422,363.652001,790.3746
855.7439,366.097599,791.214301
856.076,366.5845,668.9799
856.5947,1218.2409,695.5317
857.6781,1664.6406,699.5093
328.667401,663.4612,699.749401
330.6235,663.8129,702.2670009999999
332.6845,664.351999,702.6638
336.745,664.3283,706.2604
366.9377,664.648501,707.918401
367.347701,667.9447,709.573301
367.7283,1171.323,436.8839
368.2708,389.8628,444.8597
371.9639,395.7962,474.058899
270.1158,406.897199,475.0179
274.026501,413.88439900000003,478.7534
275.8607,415.783801,492.150599
276.338101,419.051199,495.4255
279.53160099999997,477.33949900000005,500.5643
284.620001,479.5574,508.1356
284.8966,750.183,915.4767
472.075701,831.6030000000001,1316.7965
472.5892,695.6102,860.8074
472.85469900000004,703.7116,871.016401
1397.0344,712.748401,879.9266
671.6591990000001,715.5968,881.4224009999999
672.236799,720.3143,796.5275
678.4793,753.8706,761.7462009999999
682.654999,785.5215,767.071501
691.1144009999999,799.4693,774.0861
721.958399,706.969999,777.880001
727.3081990000001,712.9807,781.8259
732.1704,715.7117,785.946399
739.1395,768.3205009999999,807.0261
742.2654,771.832,814.5252
673.4076,873.058099,818.523601
679.8996,875.631199,824.1564
683.8798009999999,888.8508,822.391701
687.045401,891.484601,846.3166
699.3128,725.2048,846.3571
717.4634,730.257599,846.978601
727.2255,739.975899,854.2853
749.6086,740.7219,859.0548
752.1141,744.2655990000001,864.1302009999999
757.0561,752.461399,867.3445
698.0611,754.210801,871.898901
700.942099,784.2476,903.5219
712.452499,794.4583,796.774799
714.437,800.0722,813.7235009999999
719.0612,1285.7614,816.1867
756.2848,1738.2657,847.506699
760.9361,1743.0658010000002,852.2926
766.033599,1365.1197,859.0362
771.0303,881.6985,865.3884
775.6752,884.1944,865.7206
1738.2168989999998,885.961799,871.3463
2444.989,886.7583,899.279501
842.9169,888.2157,902.619301
843.8551,955.5949,903.4314
848.6527990000001,956.5339,914.177001
851.1017009999999,956.8697,931.6632
857.1861,957.121401,936.1252
866.867,959.3667,936.3138
