ERT,SIRT,MIRT
271.367101,269.4626,230.4893
271.5634,269.717001,252.535501
271.732,269.8866,253.6704
271.915499,270.018299,255.098999
272.1031,270.2094,255.6196
273.0587,270.3759,255.985599
273.265199,270.562399,256.279501
273.5059,270.7115,268.4212
273.787001,270.8525,268.752399
276.2404,271.0021,269.055801
77.7416,76.347501,76.3291
77.409899,76.3178,76.473
77.264399,76.2955,76.6375
77.1449,76.264,76.7881
77.060699,76.243101,76.9335
76.9294,76.229,77.0795
76.6797,76.2085,77.255499
76.590601,76.1937,77.440501
76.4879,76.2194,111.1491
76.4045,76.1868,111.3423
34.5468,55.2131,55.2141
56.2574,55.1851,55.3774
56.0584,55.1668,55.5795
55.9445,55.211299,55.811799
55.8607,55.1577,56.040201
55.7433,55.122401,56.2098
55.5961,55.1002,56.3756
55.4556,55.0773,57.8142
55.3422,55.0573,57.964699
55.2565,55.039,58.0681
91.906901,113.4671,113.478
113.882701,113.438601,113.5851
113.6524,113.4197,113.894599
113.9798,113.389899,113.989999
113.8994,113.3652,114.036501
113.821701,113.3432,114.106899
113.7423,113.3171,114.215
113.668099,113.293,114.452599
113.592999,113.3849,115.0524
113.5116,113.3678,115.0897
10.2132,23.3541,34.9029
24.2631,23.334899,35.9371
24.135401,23.3274,36.0626
24.0264,23.298799,36.1154
23.942,23.2659,36.2164
23.863799,23.2335,36.2679
23.7519,23.200299,36.3243
23.6237,23.169801,40.2213
23.5239,34.845,40.308
23.4261,34.824001,40.359299
70.364899,68.9253,69.1758
70.008301,68.888,70.1591
69.7522,68.858401,70.3334
69.6222,68.8288,70.3708
69.5119,69.1798,70.3987
69.3838,69.1732,70.4635
69.2821,69.1496,70.494699
69.1855,69.1229,70.5227
69.0918,69.1373,70.5472
68.9955,69.1123,70.7503
109.1442,143.215699,143.064601
143.932501,143.1816,143.0972
143.8103,143.152499,143.1802
143.7094,143.1744,143.2158
143.6259,143.1409,143.245299
143.549199,143.1096,143.274
143.4773,143.084399,143.307401
143.407,143.0555,143.370901
143.338,143.061,143.405701
143.264699,143.0349,143.4373
63.0791,88.036101,89.1739
